run_accession,te,reads,reads_in_file,reads_mapped
SRR1663588,GATE,19826,16900536,1541393
SRR1663588,HeT-A,4912,16900536,1541393
SRR1663588,Circe,22484,16900536,1541393
SRR1663588,invader3,7729,16900536,1541393
SRR1663588,invader4,4827,16900536,1541393
SRR1663588,HB,4191,16900536,1541393
SRR1663588,invader1,6907,16900536,1541393
SRR1663588,invader2,17042,16900536,1541393
SRR1663588,Juan,8255,16900536,1541393
SRR1663588,HMS-Beagle2,14090,16900536,1541393
SRR1663588,hopper,4647,16900536,1541393
SRR1663588,micropia,13816,16900536,1541393
SRR1663588,Dana:Tom,4672,16900536,1541393
SRR1663588,invader5,907,16900536,1541393
SRR1663588,invader6,2125,16900536,1541393
SRR23876573,Dmel_rpl32,1841,80352738,6762556
SRR23876573,Dmel_rhi,3503,80352738,6762556
SRR23876573,Dmel_tj,2694,80352738,6762556
SRR23876573,BS4,435,80352738,6762556
SRR23876573,BS3,6681,80352738,6762556
SRR23876573,G-element,27536,80352738,6762556
SRR23876573,ZAM,20289,80352738,6762556
SRR23876573,Idefix,126452,80352738,6762556
SRR23876573,opus,212785,80352738,6762556
SRR23876573,jockey2,4046,80352738,6762556
SRR23876573,1731,81699,80352738,6762556
SRR23876573,pogo,25537,80352738,6762556
SRR23876573,Rt1c,8804,80352738,6762556
SRR23876573,R2-element,63250,80352738,6762556
SRR23876573,Rt1b,155487,80352738,6762556
SRR23876573,Rt1a,46410,80352738,6762556
SRR23876573,Helena,2816,80352738,6762556
SRR23876573,Tom1,1576,80352738,6762556
SRR23876573,Doc,206231,80352738,6762556
SRR23876573,Dtei:I-element,2065,80352738,6762556
SRR23876573,springer,22582,80352738,6762556
SRR23876573,Tirant,1356,80352738,6762556
SRR23876573,Osvaldo,1751,80352738,6762556
SRR23876573,Dhyd:Minos,40,80352738,6762556
SRR23876573,Dsub:SGM,15,80352738,6762556
SRR23876573,R1-2,2042,80352738,6762556
SRR23876573,S-element,22837,80352738,6762556
SRR23876573,gtwin,21966,80352738,6762556
SRR23876573,hopper2,4459,80352738,6762556
SRR23876573,Dvir:Helena,18549,80352738,6762556
SRR23876573,G5A,8168,80352738,6762556
SRR23876573,Transpac,55718,80352738,6762556
SRR23876573,copia,131151,80352738,6762556
SRR23876573,rover,49584,80352738,6762556
SRR23876573,Cr1a,169237,80352738,6762556
SRR23876573,S2,3752,80352738,6762556
SRR23876573,gypsy,27621,80352738,6762556
SRR23876573,Helitron,118,80352738,6762556
SRR23876573,Dbuz:ISBu2,3,80352738,6762556
SRR23876573,McClintock,54004,80352738,6762556
SRR23876573,Dm88,44370,80352738,6762556
SRR23876573,1360,190768,80352738,6762556
SRR23876573,diver,38057,80352738,6762556
SRR23876573,Stalker,111744,80352738,6762556
SRR23876573,INE-1,8338,80352738,6762556
SRR23876573,Dvir:Tv1,24,80352738,6762556
SRR23876573,TAHRE,50082,80352738,6762556
SRR23876573,BS,26658,80352738,6762556
SRR23876573,Dsub:GEM,408,80352738,6762556
SRR23876573,412,176511,80352738,6762556
SRR23876573,Doc4-element,5485,80352738,6762556
SRR23876573,diver2,39266,80352738,6762556
SRR23876573,Max-element,102747,80352738,6762556
SRR23876573,F-element,355984,80352738,6762556
SRR23876573,Fw2,5474,80352738,6762556
SRR23876573,Fw3,2730,80352738,6762556
SRR23876573,Burdock,28842,80352738,6762556
SRR23876573,Dvir:TART,1104,80352738,6762556
SRR23876573,Tc1-2,8826,80352738,6762556
SRR23876573,blood,100654,80352738,6762556
SRR23876573,Dtak:R1A2,110,80352738,6762556
SRR23876573,TART-A,54138,80352738,6762556
SRR23876573,Dbuz:BuT3,15,80352738,6762556
SRR23876573,TART-C,16054,80352738,6762556
SRR23876573,Dnet:R1A,186,80352738,6762556
SRR23876573,TART-B,14763,80352738,6762556
SRR23876573,Dbuz:BuT6,83,80352738,6762556
SRR23876573,17.6,183308,80352738,6762556
SRR23876573,X-element,43401,80352738,6762556
SRR23876573,R1A1-element,396411,80352738,6762556
SRR23876573,I-element,23115,80352738,6762556
SRR23876573,Tc1,12431,80352738,6762556
SRR23876573,Tc3,2378,80352738,6762556
SRR23876573,Doc3-element,56974,80352738,6762556
SRR23876573,Dbuz:INE-1,34,80352738,6762556
SRR23876573,rooA,33582,80352738,6762556
SRR23876573,Dfun:Isfun-1,65,80352738,6762556
SRR23876573,Q-element,5195,80352738,6762556
SRR23876573,frogger,2911,80352738,6762556
SRR23876573,accord2,34393,80352738,6762556
SRR23876573,NOF,866,80352738,6762556
SRR23876573,hobo,1777,80352738,6762556
SRR23876573,baggins,65324,80352738,6762556
SRR23876573,Dyak:TART,7953,80352738,6762556
SRR23876573,gypsy2,25447,80352738,6762556
SRR23876573,gypsy3,13332,80352738,6762556
SRR23876573,mdg3,64191,80352738,6762556
SRR23876573,gypsy4,66924,80352738,6762556
SRR23876573,gypsy5,6941,80352738,6762556
SRR23876573,mdg1,139186,80352738,6762556
SRR23876573,gypsy6,38059,80352738,6762556
SRR23876573,gypsy7,14298,80352738,6762556
SRR23876573,Ddip:Bari1,716,80352738,6762556
SRR23876573,gypsy8,6305,80352738,6762556
SRR23876573,gypsy9,4175,80352738,6762556
SRR23876573,Stalker4,133813,80352738,6762556
SRR23876573,Dyak:HeT-A,1,80352738,6762556
SRR23876573,Stalker2,40731,80352738,6762556
SRR23876573,gypsy11,3269,80352738,6762556
SRR23876573,Dsim:ninja,20532,80352738,6762556
SRR23876573,Stalker3,2430,80352738,6762556
SRR23876573,gypsy12,59278,80352738,6762556
SRR23876573,FB,36801,80352738,6762556
SRR23876573,Damb:P-element_T,64,80352738,6762556
SRR23876573,3S18,61690,80352738,6762556
SRR23876573,Ivk,61038,80352738,6762556
SRR23876573,gypsy10,11674,80352738,6762556
SRR23876573,Dsil:Loa,7,80352738,6762556
SRR23876573,aurora-element,19771,80352738,6762556
SRR23876573,transib1,3150,80352738,6762556
SRR23876573,transib2,17675,80352738,6762556
SRR23876573,transib3,6457,80352738,6762556
SRR23876573,G2,50876,80352738,6762556
SRR23876573,transib4,2912,80352738,6762556
SRR23876573,G3,3770,80352738,6762556
SRR23876573,jockey,83211,80352738,6762556
SRR23876573,flea,42629,80352738,6762556
SRR23876573,G4,15264,80352738,6762556
SRR23876573,G5,18025,80352738,6762556
SRR23876573,G6,17445,80352738,6762556
SRR23876573,297,133426,80352738,6762556
SRR23876573,G7,658,80352738,6762556
SRR23876573,HMS-Beagle,84105,80352738,6762556
SRR23876573,roo,477207,80352738,6762556
SRR23876573,Bari2,792,80352738,6762556
SRR23876573,Bari1,59228,80352738,6762556
SRR23876573,Tabor,61264,80352738,6762556
SRR23876573,Porto1,21615,80352738,6762556
SRR23876573,looper1,1947,80352738,6762556
SRR23876573,Doc2-element,55367,80352738,6762556
SRR23876573,Dvir:Penelope,3,80352738,6762556
SRR23876573,Dpse:mini-me,99,80352738,6762556
SRR23876573,Dbuz:Kepler,8703,80352738,6762556
SRR23876573,Dvir:HeT-A,1,80352738,6762556
SRR23876573,mariner2,3373,80352738,6762556
SRR23876573,Quasimodo,212984,80352738,6762556
SRR23876573,accord,36304,80352738,6762556
SRR23876573,GATE,148793,80352738,6762556
SRR23876573,HeT-A,46251,80352738,6762556
SRR23876573,Circe,101694,80352738,6762556
SRR23876573,invader3,31308,80352738,6762556
SRR23876573,invader4,30352,80352738,6762556
SRR23876573,HB,7406,80352738,6762556
SRR23876573,invader1,36873,80352738,6762556
SRR23876573,invader2,83439,80352738,6762556
SRR23876573,Juan,31007,80352738,6762556
SRR23876573,HMS-Beagle2,49470,80352738,6762556
SRR23876573,hopper,13730,80352738,6762556
SRR23876573,micropia,54413,80352738,6762556
SRR23876573,Dana:Tom,16384,80352738,6762556
SRR23876573,invader5,1546,80352738,6762556
SRR23876573,invader6,12098,80352738,6762556
SRR1663552,Dmel_rpl32,763,24726591,2274679
SRR1663552,Dmel_rhi,1678,24726591,2274679
SRR1663552,Dmel_tj,1137,24726591,2274679
SRR1663552,BS4,207,24726591,2274679
SRR1663552,BS3,5176,24726591,2274679
SRR1663552,G-element,6540,24726591,2274679
SRR1663552,ZAM,26773,24726591,2274679
SRR1663552,Idefix,40113,24726591,2274679
SRR1663552,opus,23565,24726591,2274679
SRR1663552,jockey2,3705,24726591,2274679
SRR1663552,1731,9316,24726591,2274679
SRR1663552,pogo,8438,24726591,2274679
SRR1663552,Rt1c,6540,24726591,2274679
SRR1663552,R2-element,8818,24726591,2274679
SRR1663552,Rt1b,36982,24726591,2274679
SRR1663552,Rt1a,17612,24726591,2274679
SRR1663552,Helena,1818,24726591,2274679
SRR1663552,Tom1,707,24726591,2274679
SRR1663552,Doc,75193,24726591,2274679
SRR1663552,Dtei:I-element,1081,24726591,2274679
SRR1663552,springer,11335,24726591,2274679
SRR1663552,Tirant,16530,24726591,2274679
SRR1663552,Osvaldo,1027,24726591,2274679
SRR1663552,Dhyd:Minos,81,24726591,2274679
SRR1663552,Dsub:SGM,20,24726591,2274679
SRR1663552,R1-2,1204,24726591,2274679
SRR1663552,S-element,11191,24726591,2274679
SRR1663552,gtwin,3997,24726591,2274679
SRR1663552,hopper2,1937,24726591,2274679
SRR1663552,Dvir:Helena,15553,24726591,2274679
SRR1663552,G5A,5873,24726591,2274679
SRR1663552,Transpac,23596,24726591,2274679
SRR1663552,copia,25312,24726591,2274679
SRR1663552,rover,18617,24726591,2274679
SRR1663552,Cr1a,81894,24726591,2274679
SRR1663552,S2,2516,24726591,2274679
SRR1663552,gypsy,10410,24726591,2274679
SRR1663552,Helitron,67,24726591,2274679
SRR1663552,Dbuz:ISBu2,2,24726591,2274679
SRR1663552,McClintock,14399,24726591,2274679
SRR1663552,Dm88,14310,24726591,2274679
SRR1663552,1360,52829,24726591,2274679
SRR1663552,diver,13144,24726591,2274679
SRR1663552,Stalker,33581,24726591,2274679
SRR1663552,INE-1,9560,24726591,2274679
SRR1663552,Dvir:Tv1,51,24726591,2274679
SRR1663552,TAHRE,14178,24726591,2274679
SRR1663552,BS,12028,24726591,2274679
SRR1663552,Dsub:GEM,285,24726591,2274679
SRR1663552,412,37457,24726591,2274679
SRR1663552,Doc4-element,4008,24726591,2274679
SRR1663552,diver2,13741,24726591,2274679
SRR1663552,Max-element,27495,24726591,2274679
SRR1663552,F-element,93370,24726591,2274679
SRR1663552,Fw2,3357,24726591,2274679
SRR1663552,Fw3,1825,24726591,2274679
SRR1663552,Burdock,9609,24726591,2274679
SRR1663552,Dvir:TART,839,24726591,2274679
SRR1663552,Tc1-2,5083,24726591,2274679
SRR1663552,blood,38351,24726591,2274679
SRR1663552,Dtak:R1A2,1,24726591,2274679
SRR1663552,TART-A,5736,24726591,2274679
SRR1663552,Dbuz:BuT3,7,24726591,2274679
SRR1663552,TART-C,7775,24726591,2274679
SRR1663552,Dnet:R1A,1,24726591,2274679
SRR1663552,TART-B,5508,24726591,2274679
SRR1663552,Dbuz:BuT6,27,24726591,2274679
SRR1663552,17.6,40377,24726591,2274679
SRR1663552,X-element,16860,24726591,2274679
SRR1663552,R1A1-element,173199,24726591,2274679
SRR1663552,I-element,43506,24726591,2274679
SRR1663552,Tc1,7837,24726591,2274679
SRR1663552,Tc3,1573,24726591,2274679
SRR1663552,Doc3-element,28580,24726591,2274679
SRR1663552,Dbuz:INE-1,123,24726591,2274679
SRR1663552,rooA,19836,24726591,2274679
SRR1663552,Dfun:Isfun-1,44,24726591,2274679
SRR1663552,Q-element,1379,24726591,2274679
SRR1663552,frogger,1133,24726591,2274679
SRR1663552,accord2,11791,24726591,2274679
SRR1663552,NOF,526,24726591,2274679
SRR1663552,hobo,8212,24726591,2274679
SRR1663552,P-element,8498,24726591,2274679
SRR1663552,baggins,38705,24726591,2274679
SRR1663552,Dyak:TART,3259,24726591,2274679
SRR1663552,gypsy2,12495,24726591,2274679
SRR1663552,gypsy3,8693,24726591,2274679
SRR1663552,mdg3,21183,24726591,2274679
SRR1663552,gypsy4,29003,24726591,2274679
SRR1663552,gypsy5,4645,24726591,2274679
SRR1663552,mdg1,41319,24726591,2274679
SRR1663552,gypsy6,12762,24726591,2274679
SRR1663552,gypsy7,8746,24726591,2274679
SRR1663552,Ddip:Bari1,700,24726591,2274679
SRR1663552,gypsy8,4532,24726591,2274679
SRR1663552,gypsy9,2757,24726591,2274679
SRR1663552,Stalker4,42866,24726591,2274679
SRR1663552,Stalker2,18501,24726591,2274679
SRR1663552,gypsy11,1851,24726591,2274679
SRR1663552,Dsim:ninja,5022,24726591,2274679
SRR1663552,Stalker3,1293,24726591,2274679
SRR1663552,gypsy12,11581,24726591,2274679
SRR1663552,FB,7827,24726591,2274679
SRR1663552,Damb:P-element_T,32,24726591,2274679
SRR1663552,3S18,19101,24726591,2274679
SRR1663552,Ivk,22018,24726591,2274679
SRR1663552,gypsy10,8872,24726591,2274679
SRR1663552,Dsil:Loa,1,24726591,2274679
SRR1663552,aurora-element,3679,24726591,2274679
SRR1663552,transib1,1635,24726591,2274679
SRR1663552,transib2,9155,24726591,2274679
SRR1663552,transib3,3789,24726591,2274679
SRR1663552,G2,10278,24726591,2274679
SRR1663552,transib4,1792,24726591,2274679
SRR1663552,G3,2512,24726591,2274679
SRR1663552,jockey,34483,24726591,2274679
SRR1663552,flea,19812,24726591,2274679
SRR1663552,G4,9354,24726591,2274679
SRR1663552,G5,8191,24726591,2274679
SRR1663552,G6,5353,24726591,2274679
SRR1663552,297,37487,24726591,2274679
SRR1663552,G7,308,24726591,2274679
SRR1663552,HMS-Beagle,20194,24726591,2274679
SRR1663552,roo,170132,24726591,2274679
SRR1663552,Bari2,494,24726591,2274679
SRR1663552,Bari1,11493,24726591,2274679
SRR1663552,Tabor,12998,24726591,2274679
SRR1663552,Porto1,12829,24726591,2274679
SRR1663552,looper1,1130,24726591,2274679
SRR1663552,Doc2-element,20064,24726591,2274679
SRR1663552,Dvir:Penelope,4,24726591,2274679
SRR1663552,Dpse:mini-me,142,24726591,2274679
SRR1663552,Dbuz:Kepler,341,24726591,2274679
SRR1663552,Dvir:HeT-A,1,24726591,2274679
SRR1663552,mariner2,2724,24726591,2274679
SRR1663552,Quasimodo,45561,24726591,2274679
SRR1663552,accord,11749,24726591,2274679
SRR1663552,GATE,29327,24726591,2274679
SRR1663552,HeT-A,16013,24726591,2274679
SRR1663552,Circe,31359,24726591,2274679
SRR1663552,invader3,8313,24726591,2274679
SRR1663552,invader4,7936,24726591,2274679
SRR1663552,HB,6816,24726591,2274679
SRR1663552,invader1,11119,24726591,2274679
SRR1663552,invader2,23161,24726591,2274679
SRR1663552,Juan,12112,24726591,2274679
SRR1663552,HMS-Beagle2,21167,24726591,2274679
SRR1663552,hopper,6528,24726591,2274679
SRR1663552,micropia,17220,24726591,2274679
SRR1663552,Dana:Tom,4429,24726591,2274679
SRR1663552,invader5,1475,24726591,2274679
SRR1663552,invader6,2903,24726591,2274679
SRR1663536,Dmel_rpl32,767,20860069,2120266
SRR1663536,Dmel_rhi,1333,20860069,2120266
SRR1663536,Dmel_tj,1005,20860069,2120266
SRR1663536,BS4,180,20860069,2120266
SRR1663536,BS3,5161,20860069,2120266
SRR1663536,G-element,5704,20860069,2120266
SRR1663536,ZAM,10507,20860069,2120266
SRR1663536,Idefix,29811,20860069,2120266
SRR1663536,opus,20980,20860069,2120266
SRR1663536,jockey2,3323,20860069,2120266
SRR1663536,1731,10636,20860069,2120266
SRR1663536,pogo,5010,20860069,2120266
SRR1663536,Rt1c,6097,20860069,2120266
SRR1663536,R2-element,13332,20860069,2120266
SRR1663536,Rt1b,44295,20860069,2120266
SRR1663536,Rt1a,18538,20860069,2120266
SRR1663536,Helena,1362,20860069,2120266
SRR1663536,Tom1,506,20860069,2120266
SRR1663536,Doc,54692,20860069,2120266
SRR1663536,Dtei:I-element,968,20860069,2120266
SRR1663536,springer,15666,20860069,2120266
SRR1663536,Tirant,15952,20860069,2120266
SRR1663536,Osvaldo,1009,20860069,2120266
SRR1663536,Dhyd:Minos,72,20860069,2120266
SRR1663536,Dsub:SGM,24,20860069,2120266
SRR1663536,R1-2,1374,20860069,2120266
SRR1663536,S-element,7998,20860069,2120266
SRR1663536,gtwin,2582,20860069,2120266
SRR1663536,hopper2,2412,20860069,2120266
SRR1663536,Dvir:Helena,10355,20860069,2120266
SRR1663536,G5A,5198,20860069,2120266
SRR1663536,Transpac,18354,20860069,2120266
SRR1663536,copia,22237,20860069,2120266
SRR1663536,rover,10313,20860069,2120266
SRR1663536,Cr1a,68557,20860069,2120266
SRR1663536,S2,2089,20860069,2120266
SRR1663536,gypsy,11766,20860069,2120266
SRR1663536,Helitron,55,20860069,2120266
SRR1663536,Dbuz:ISBu2,4,20860069,2120266
SRR1663536,McClintock,9335,20860069,2120266
SRR1663536,Dm88,12722,20860069,2120266
SRR1663536,1360,41740,20860069,2120266
SRR1663536,diver,17019,20860069,2120266
SRR1663536,Stalker,26550,20860069,2120266
SRR1663536,INE-1,7767,20860069,2120266
SRR1663536,Dvir:Tv1,28,20860069,2120266
SRR1663536,TAHRE,15166,20860069,2120266
SRR1663536,BS,11902,20860069,2120266
SRR1663536,Dsub:GEM,186,20860069,2120266
SRR1663536,412,38596,20860069,2120266
SRR1663536,Doc4-element,3437,20860069,2120266
SRR1663536,diver2,14425,20860069,2120266
SRR1663536,Max-element,32473,20860069,2120266
SRR1663536,F-element,99539,20860069,2120266
SRR1663536,Fw2,2604,20860069,2120266
SRR1663536,Fw3,1787,20860069,2120266
SRR1663536,Burdock,11095,20860069,2120266
SRR1663536,Dvir:TART,915,20860069,2120266
SRR1663536,Tc1-2,3617,20860069,2120266
SRR1663536,blood,16347,20860069,2120266
SRR1663536,Dtak:R1A2,2,20860069,2120266
SRR1663536,TART-A,9492,20860069,2120266
SRR1663536,Dbuz:BuT3,5,20860069,2120266
SRR1663536,TART-C,7369,20860069,2120266
SRR1663536,Dnet:R1A,9,20860069,2120266
SRR1663536,TART-B,2050,20860069,2120266
SRR1663536,Dbuz:BuT6,46,20860069,2120266
SRR1663536,17.6,29572,20860069,2120266
SRR1663536,X-element,17084,20860069,2120266
SRR1663536,R1A1-element,284588,20860069,2120266
SRR1663536,I-element,31845,20860069,2120266
SRR1663536,Tc1,6784,20860069,2120266
SRR1663536,Tc3,1145,20860069,2120266
SRR1663536,Doc3-element,24288,20860069,2120266
SRR1663536,Dbuz:INE-1,90,20860069,2120266
SRR1663536,rooA,16822,20860069,2120266
SRR1663536,Dfun:Isfun-1,29,20860069,2120266
SRR1663536,Q-element,1106,20860069,2120266
SRR1663536,frogger,1365,20860069,2120266
SRR1663536,accord2,11667,20860069,2120266
SRR1663536,NOF,1247,20860069,2120266
SRR1663536,hobo,11046,20860069,2120266
SRR1663536,P-element,7057,20860069,2120266
SRR1663536,baggins,42054,20860069,2120266
SRR1663536,Dyak:TART,3037,20860069,2120266
SRR1663536,gypsy2,11977,20860069,2120266
SRR1663536,gypsy3,6300,20860069,2120266
SRR1663536,mdg3,14698,20860069,2120266
SRR1663536,gypsy4,21987,20860069,2120266
SRR1663536,gypsy5,5908,20860069,2120266
SRR1663536,mdg1,27309,20860069,2120266
SRR1663536,gypsy6,13628,20860069,2120266
SRR1663536,gypsy7,7563,20860069,2120266
SRR1663536,Ddip:Bari1,581,20860069,2120266
SRR1663536,gypsy8,4497,20860069,2120266
SRR1663536,gypsy9,2506,20860069,2120266
SRR1663536,Stalker4,33807,20860069,2120266
SRR1663536,Dyak:HeT-A,1,20860069,2120266
SRR1663536,Stalker2,9032,20860069,2120266
SRR1663536,gypsy11,1349,20860069,2120266
SRR1663536,Dsim:ninja,5986,20860069,2120266
SRR1663536,Stalker3,1147,20860069,2120266
SRR1663536,gypsy12,11654,20860069,2120266
SRR1663536,FB,11355,20860069,2120266
SRR1663536,Damb:P-element_T,38,20860069,2120266
SRR1663536,3S18,10122,20860069,2120266
SRR1663536,Ivk,19272,20860069,2120266
SRR1663536,gypsy10,6918,20860069,2120266
SRR1663536,aurora-element,4625,20860069,2120266
SRR1663536,transib1,1211,20860069,2120266
SRR1663536,transib2,7413,20860069,2120266
SRR1663536,transib3,2891,20860069,2120266
SRR1663536,G2,9302,20860069,2120266
SRR1663536,transib4,1466,20860069,2120266
SRR1663536,G3,2096,20860069,2120266
SRR1663536,jockey,27371,20860069,2120266
SRR1663536,flea,18344,20860069,2120266
SRR1663536,G4,8424,20860069,2120266
SRR1663536,G5,7092,20860069,2120266
SRR1663536,G6,5450,20860069,2120266
SRR1663536,297,32978,20860069,2120266
SRR1663536,G7,242,20860069,2120266
SRR1663536,HMS-Beagle,22222,20860069,2120266
SRR1663536,roo,135619,20860069,2120266
SRR1663536,Bari2,311,20860069,2120266
SRR1663536,Bari1,8404,20860069,2120266
SRR1663536,Tabor,17602,20860069,2120266
SRR1663536,Porto1,11036,20860069,2120266
SRR1663536,looper1,845,20860069,2120266
SRR1663536,Doc2-element,15554,20860069,2120266
SRR1663536,Dvir:Penelope,4,20860069,2120266
SRR1663536,Dpse:mini-me,83,20860069,2120266
SRR1663536,Dbuz:Kepler,166,20860069,2120266
SRR1663536,Dvir:HeT-A,1,20860069,2120266
SRR1663536,mariner2,2176,20860069,2120266
SRR1663536,Quasimodo,29478,20860069,2120266
SRR1663536,accord,13979,20860069,2120266
SRR1663536,GATE,28664,20860069,2120266
SRR1663536,HeT-A,17729,20860069,2120266
SRR1663536,Circe,34426,20860069,2120266
SRR1663536,invader3,8742,20860069,2120266
SRR1663536,invader4,9574,20860069,2120266
SRR1663536,HB,5376,20860069,2120266
SRR1663536,invader1,12720,20860069,2120266
SRR1663536,invader2,21715,20860069,2120266
SRR1663536,Juan,7624,20860069,2120266
SRR1663536,HMS-Beagle2,19629,20860069,2120266
SRR1663536,hopper,4664,20860069,2120266
SRR1663536,micropia,21578,20860069,2120266
SRR1663536,Dana:Tom,2847,20860069,2120266
SRR1663536,invader5,1254,20860069,2120266
SRR1663536,invader6,2431,20860069,2120266
SRR1663561,Dmel_rpl32,590,19159303,1852507
SRR1663561,Dmel_rhi,1142,19159303,1852507
SRR1663561,Dmel_tj,1001,19159303,1852507
SRR1663561,BS4,144,19159303,1852507
SRR1663561,BS3,3728,19159303,1852507
SRR1663561,G-element,7000,19159303,1852507
SRR1663561,ZAM,6464,19159303,1852507
SRR1663561,Idefix,31126,19159303,1852507
SRR1663561,opus,19247,19159303,1852507
SRR1663561,jockey2,3660,19159303,1852507
SRR1663561,1731,9222,19159303,1852507
