SRR11846557,BAGGINS,44.23,40.65
SRR11846557,BLOOD,25.58,23.54
SRR11846557,BS,13.22,12.34
SRR11846557,BS3,17.57,15.17
SRR11846557,BS4,1.70,1.52
SRR11846557,BUT1,0.00,0.00
SRR11846557,BUT2,0.00,0.00
SRR11846557,BUT3,0.03,0.00
SRR11846557,BUT4,0.00,0.00
SRR11846557,BUT5,0.00,0.00
SRR11846557,BUT6,0.25,0.02
SRR11846557,Beagle,22.30,18.84
SRR11846557,Beagle2,17.03,13.61
SRR11846557,CIRC,36.13,33.56
SRR11846557,DBU133521,0.00,0.00
SRR11846557,DDBARI1,1.68,0.78
SRR11846557,DFU309320,0.21,0.00
SRR11846557,DH14600,0.00,0.00
SRR11846557,DHMINOS,0.21,0.04
SRR11846557,DHUHUH3,0.00,0.00
SRR11846557,DIVER2,21.39,16.36
SRR11846557,DK29466,0.00,0.00
SRR11846557,DM06920,15.24,10.29
SRR11846557,DM14101,6.86,4.69
SRR11846557,DM23420,12.84,11.36
SRR11846557,DM33463,51.43,31.37
SRR11846557,DM88,30.63,27.81
SRR11846557,DMAURA,10.02,5.41
SRR11846557,DMBARI1,73.85,72.62
SRR11846557,DMBLPP,13.46,12.59
SRR11846557,DMCOPIA,39.03,35.33
SRR11846557,DMCR1A,117.69,98.39
SRR11846557,DMDM11,19.15,16.39
SRR11846557,DME010298,38.43,35.07
SRR11846557,DME278684,27.62,26.05
SRR11846557,DME487856,28.56,25.92
SRR11846557,DME9736,44.73,35.06
SRR11846557,DMGYPF1A,11.30,8.54
SRR11846557,DMHFL1,4.20,3.04
SRR11846557,DMIFACA,32.95,27.99
SRR11846557,DMIS176,50.93,43.34
SRR11846557,DMIS297,49.83,41.18
SRR11846557,DMLINEJA,29.24,28.65
SRR11846557,DMMAR,0.00,0.00
SRR11846557,DMMDG3,11.98,10.63
SRR11846557,DMPOGOR11,16.77,16.08
SRR11846557,DMREPG,16.47,15.52
SRR11846557,DMRER1DM,196.03,189.03
SRR11846557,DMRER2DM,24.11,23.69
SRR11846557,DMRTMGD1,36.77,31.72
SRR11846557,DMTHB1,22.18,17.48
SRR11846557,DMTN1731,21.28,19.30
SRR11846557,DMTNFB,64.66,43.33
SRR11846557,DMTOM1_LTR,12.46,10.36
SRR11846557,DMTRAM,0.00,0.00
SRR11846557,DMTRDNA,79.85,72.30
